ID 1	ID 2	Label 1	Label 2	AAI	CDS count 1	CDS count 2	Matched count	Proteome cov.	ID param.	Cov. param.
573237050	552191896	A_jinshanensis.sub-aerogenes.fasta	A_timberlakei.strain-HV-12.fasta	61.224512	1561	1568	769	0.491531	0.400000	0.500000
573237050	958242321	A_jinshanensis.sub-aerogenes.fasta	Nicoliella_spurrieriana_SGEP1_A5.fasta	61.630025	1561	1700	811	0.497393	0.400000	0.500000
573237050	110467787	A_jinshanensis.sub-aerogenes.fasta	Nicoliella_lavandulae_Es01.fasta	61.831944	1561	1756	828	0.499246	0.400000	0.500000
573237050	644597546	A_jinshanensis.sub-aerogenes.fasta	A_micheneri.strain-Hlig3.fasta	61.423709	1561	1477	755	0.497038	0.400000	0.500000
573237050	723955435	A_jinshanensis.sub-aerogenes.fasta	A_kunkeei.DSM-12361.fasta	60.972200	1561	1380	759	0.516151	0.400000	0.500000
573237050	679189795	A_jinshanensis.sub-aerogenes.fasta	A_ozensis.DSM-23829.fasta	61.315310	1561	1465	774	0.511566	0.400000	0.500000
573237050	771441227	A_jinshanensis.sub-aerogenes.fasta	F_florum.DSM-22689.fasta	57.786826	1561	1381	649	0.441196	0.400000	0.500000
573237050	569010969	A_jinshanensis.sub-aerogenes.fasta	L_kosoi.strain-NBRC-113063.fasta	61.451247	1561	1411	762	0.512786	0.400000	0.500000
573237050	284667070	A_jinshanensis.sub-aerogenes.fasta	A_jinshanensis.strain-HSLZ-75.fasta	99.941243	1561	1543	1536	0.989691	0.400000	0.500000
573237050	940568383	A_jinshanensis.sub-aerogenes.fasta	22_Melli_029.fasta	61.563698	1561	1706	814	0.498316	0.400000	0.500000
573237050	588494232	A_jinshanensis.sub-aerogenes.fasta	90_Scapto_barcode20.fasta	61.942225	1561	1325	701	0.485793	0.400000	0.500000
573237050	730450813	A_jinshanensis.sub-aerogenes.fasta	F_lindneri.DSM-20690.fasta	58.657029	1561	1478	690	0.454097	0.400000	0.500000
573237050	1027334324	A_jinshanensis.sub-aerogenes.fasta	A_jinshanensis.brasiliensis.fasta	87.019048	1561	1347	945	0.649931	0.400000	0.500000
573237050	808671099	A_jinshanensis.sub-aerogenes.fasta	A_quenuiae.strain-HV-6.fasta	61.365755	1561	1542	768	0.495005	0.400000	0.500000
573237050	768545654	A_jinshanensis.sub-aerogenes.fasta	92_Scapto_002.fasta	63.684225	1561	1178	710	0.518437	0.400000	0.500000
573237050	1036785887	A_jinshanensis.sub-aerogenes.fasta	23_Scapto_001.fasta	63.545576	1561	1248	712	0.506942	0.400000	0.500000
573237050	560967228	A_jinshanensis.sub-aerogenes.fasta	46_Melli_022.fasta	61.942330	1561	1520	704	0.456994	0.400000	0.500000
573237050	612612514	A_jinshanensis.sub-aerogenes.fasta	89_Scapto_002.fasta	63.849038	1561	1240	780	0.556944	0.400000	0.500000
573237050	820925739	A_jinshanensis.sub-aerogenes.fasta	90_Scapto_012.fasta	63.811346	1561	1289	780	0.547368	0.400000	0.500000
573237050	274891167	A_jinshanensis.sub-aerogenes.fasta	89_Scapto_001.fasta	63.506634	1561	1173	716	0.523775	0.400000	0.500000
573237050	1014861920	A_jinshanensis.sub-aerogenes.fasta	45_Melli_016.fasta	61.952270	1561	1659	705	0.437888	0.400000	0.500000
573237050	272623363	A_jinshanensis.sub-aerogenes.fasta	40_Melli_029.fasta	62.207038	1561	1544	682	0.439291	0.400000	0.500000
573237050	915029192	A_jinshanensis.sub-aerogenes.fasta	41_Melli_001.fasta	61.583006	1561	1673	815	0.504020	0.400000	0.500000
573237050	131356186	A_jinshanensis.sub-aerogenes.fasta	L_senioris.DSM-24302.fasta	59.094239	1561	1594	677	0.429160	0.400000	0.500000
824902336	573237050	F_fructivorans.strain-DSM-20203.fasta	A_jinshanensis.sub-aerogenes.fasta	59.925977	1351	1561	691	0.474588	0.400000	0.500000
824902336	824902336	F_fructivorans.strain-DSM-20203.fasta	F_fructivorans.strain-DSM-20203.fasta	100.000000	1351	1351	1351	1.000000	0.400000	0.500000
824902336	75270993	F_fructivorans.strain-DSM-20203.fasta	92_Scapto_009.fasta	62.301347	1351	1202	668	0.523306	0.400000	0.500000
824902336	953307900	F_fructivorans.strain-DSM-20203.fasta	42_Melli_004.fasta	62.225758	1351	1163	660	0.525060	0.400000	0.500000
824902336	1052490636	F_fructivorans.strain-DSM-20203.fasta	39_Melli_barcode04.fasta	63.076893	1351	1664	779	0.516750	0.400000	0.500000
824902336	324979511	F_fructivorans.strain-DSM-20203.fasta	40_Melli_barcode03.fasta	63.162038	1351	1789	785	0.500000	0.400000	0.500000
824902336	762378046	F_fructivorans.strain-DSM-20203.fasta	47_Melli_001.fasta	63.137056	1351	1896	788	0.485371	0.400000	0.500000
824902336	653875641	F_fructivorans.strain-DSM-20203.fasta	45_Melli_020.fasta	63.074905	1351	1843	787	0.492799	0.400000	0.500000
824902336	135250698	F_fructivorans.strain-DSM-20203.fasta	F_sanfranciscensis.DSM-20451.fasta	68.119369	1351	1324	888	0.663925	0.400000	0.500000
824902336	12712425	F_fructivorans.strain-DSM-20203.fasta	51_Scapto_004.fasta	62.134158	1351	1296	707	0.534190	0.400000	0.500000
824902336	805176975	F_fructivorans.strain-DSM-20203.fasta	A_apinorum.strain-Fhon13.fasta	63.035974	1351	1335	770	0.573343	0.400000	0.500000
824902336	113627661	F_fructivorans.strain-DSM-20203.fasta	L_Lactobacillus.spSy-1.fasta	63.235171	1351	1734	789	0.511507	0.400000	0.500000
824902336	552191896	F_fructivorans.strain-DSM-20203.fasta	A_timberlakei.strain-HV-12.fasta	63.414277	1351	1568	788	0.539911	0.400000	0.500000
824902336	958242321	F_fructivorans.strain-DSM-20203.fasta	Nicoliella_spurrieriana_SGEP1_A5.fasta	62.861988	1351	1700	805	0.527696	0.400000	0.500000
824902336	110467787	F_fructivorans.strain-DSM-20203.fasta	Nicoliella_lavandulae_Es01.fasta	63.207820	1351	1756	812	0.522691	0.400000	0.500000
824902336	644597546	F_fructivorans.strain-DSM-20203.fasta	A_micheneri.strain-Hlig3.fasta	63.451158	1351	1477	777	0.549505	0.400000	0.500000
824902336	723955435	F_fructivorans.strain-DSM-20203.fasta	A_kunkeei.DSM-12361.fasta	63.220518	1351	1380	792	0.580007	0.400000	0.500000
824902336	679189795	F_fructivorans.strain-DSM-20203.fasta	A_ozensis.DSM-23829.fasta	63.645844	1351	1465	782	0.555398	0.400000	0.500000
824902336	771441227	F_fructivorans.strain-DSM-20203.fasta	F_florum.DSM-22689.fasta	64.854511	1351	1381	931	0.681552	0.400000	0.500000
824902336	569010969	F_fructivorans.strain-DSM-20203.fasta	L_kosoi.strain-NBRC-113063.fasta	63.535595	1351	1411	781	0.565532	0.400000	0.500000
824902336	284667070	F_fructivorans.strain-DSM-20203.fasta	A_jinshanensis.strain-HSLZ-75.fasta	60.005102	1351	1543	686	0.474084	0.400000	0.500000
824902336	940568383	F_fructivorans.strain-DSM-20203.fasta	22_Melli_029.fasta	63.078499	1351	1706	786	0.514230	0.400000	0.500000
824902336	588494232	F_fructivorans.strain-DSM-20203.fasta	90_Scapto_barcode20.fasta	63.251847	1351	1325	704	0.526158	0.400000	0.500000
824902336	730450813	F_fructivorans.strain-DSM-20203.fasta	F_lindneri.DSM-20690.fasta	69.035881	1351	1478	988	0.698480	0.400000	0.500000
824902336	1027334324	F_fructivorans.strain-DSM-20203.fasta	A_jinshanensis.brasiliensis.fasta	61.383031	1351	1347	607	0.449963	0.400000	0.500000
824902336	808671099	F_fructivorans.strain-DSM-20203.fasta	A_quenuiae.strain-HV-6.fasta	63.257368	1351	1542	794	0.548911	0.400000	0.500000
824902336	768545654	F_fructivorans.strain-DSM-20203.fasta	92_Scapto_002.fasta	62.363538	1351	1178	650	0.514037	0.400000	0.500000
824902336	1036785887	F_fructivorans.strain-DSM-20203.fasta	23_Scapto_001.fasta	62.397077	1351	1248	650	0.500192	0.400000	0.500000
824902336	560967228	F_fructivorans.strain-DSM-20203.fasta	46_Melli_022.fasta	62.866035	1351	1520	686	0.477882	0.400000	0.500000
824902336	612612514	F_fructivorans.strain-DSM-20203.fasta	89_Scapto_002.fasta	62.214245	1351	1240	702	0.541876	0.400000	0.500000
824902336	820925739	F_fructivorans.strain-DSM-20203.fasta	90_Scapto_012.fasta	62.224143	1351	1289	700	0.530303	0.400000	0.500000
824902336	274891167	F_fructivorans.strain-DSM-20203.fasta	89_Scapto_001.fasta	62.269863	1351	1173	657	0.520602	0.400000	0.500000
824902336	1014861920	F_fructivorans.strain-DSM-20203.fasta	45_Melli_016.fasta	62.861079	1351	1659	686	0.455814	0.400000	0.500000
824902336	272623363	F_fructivorans.strain-DSM-20203.fasta	40_Melli_029.fasta	63.232057	1351	1544	666	0.460104	0.400000	0.500000
824902336	915029192	F_fructivorans.strain-DSM-20203.fasta	41_Melli_001.fasta	63.114639	1351	1673	789	0.521825	0.400000	0.500000
824902336	131356186	F_fructivorans.strain-DSM-20203.fasta	L_senioris.DSM-24302.fasta	62.730725	1351	1594	786	0.533786	0.400000	0.500000
75270993	573237050	92_Scapto_009.fasta	A_jinshanensis.sub-aerogenes.fasta	63.978514	1202	1561	740	0.535650	0.400000	0.500000
75270993	824902336	92_Scapto_009.fasta	F_fructivorans.strain-DSM-20203.fasta	62.301347	1202	1351	668	0.523306	0.400000	0.500000
75270993	75270993	92_Scapto_009.fasta	92_Scapto_009.fasta	100.000000	1202	1202	1201	0.999168	0.400000	0.500000
75270993	953307900	92_Scapto_009.fasta	42_Melli_004.fasta	79.219819	1202	1163	830	0.701903	0.400000	0.500000
75270993	1052490636	92_Scapto_009.fasta	39_Melli_barcode04.fasta	64.387051	1202	1664	807	0.563154	0.400000	0.500000
75270993	324979511	92_Scapto_009.fasta	40_Melli_barcode03.fasta	64.458068	1202	1789	818	0.546974	0.400000	0.500000
75270993	762378046	92_Scapto_009.fasta	47_Melli_001.fasta	64.446402	1202	1896	820	0.529374	0.400000	0.500000
75270993	653875641	92_Scapto_009.fasta	45_Melli_020.fasta	64.388875	1202	1843	818	0.537274	0.400000	0.500000
75270993	135250698	92_Scapto_009.fasta	F_sanfranciscensis.DSM-20451.fasta	60.592758	1202	1324	649	0.513856	0.400000	0.500000
75270993	12712425	92_Scapto_009.fasta	51_Scapto_004.fasta	99.789728	1202	1296	1066	0.853483	0.400000	0.500000
75270993	805176975	92_Scapto_009.fasta	A_apinorum.strain-Fhon13.fasta	63.676724	1202	1335	754	0.594403	0.400000	0.500000
75270993	113627661	92_Scapto_009.fasta	L_Lactobacillus.spSy-1.fasta	64.157284	1202	1734	810	0.551771	0.400000	0.500000
75270993	552191896	92_Scapto_009.fasta	A_timberlakei.strain-HV-12.fasta	64.595402	1202	1568	783	0.565343	0.400000	0.500000
75270993	958242321	92_Scapto_009.fasta	Nicoliella_spurrieriana_SGEP1_A5.fasta	64.337687	1202	1700	804	0.554101	0.400000	0.500000
75270993	110467787	92_Scapto_009.fasta	Nicoliella_lavandulae_Es01.fasta	64.550419	1202	1756	835	0.564571	0.400000	0.500000
75270993	644597546	92_Scapto_009.fasta	A_micheneri.strain-Hlig3.fasta	64.684088	1202	1477	773	0.577081	0.400000	0.500000
75270993	723955435	92_Scapto_009.fasta	A_kunkeei.DSM-12361.fasta	63.978153	1202	1380	769	0.595662	0.400000	0.500000
75270993	679189795	92_Scapto_009.fasta	A_ozensis.DSM-23829.fasta	64.445122	1202	1465	779	0.584177	0.400000	0.500000
75270993	771441227	92_Scapto_009.fasta	F_florum.DSM-22689.fasta	59.434776	1202	1381	624	0.483159	0.400000	0.500000
75270993	569010969	92_Scapto_009.fasta	L_kosoi.strain-NBRC-113063.fasta	64.518790	1202	1411	785	0.600842	0.400000	0.500000
75270993	284667070	92_Scapto_009.fasta	A_jinshanensis.strain-HSLZ-75.fasta	63.992365	1202	1543	740	0.539162	0.400000	0.500000
75270993	940568383	92_Scapto_009.fasta	22_Melli_029.fasta	64.402076	1202	1706	819	0.563274	0.400000	0.500000
75270993	588494232	92_Scapto_009.fasta	90_Scapto_barcode20.fasta	64.575941	1202	1325	717	0.567471	0.400000	0.500000
75270993	730450813	92_Scapto_009.fasta	F_lindneri.DSM-20690.fasta	61.092803	1202	1478	660	0.492537	0.400000	0.500000
75270993	1027334324	92_Scapto_009.fasta	A_jinshanensis.brasiliensis.fasta	66.185055	1202	1347	639	0.501373	0.400000	0.500000
75270993	808671099	92_Scapto_009.fasta	A_quenuiae.strain-HV-6.fasta	64.509335	1202	1542	782	0.569971	0.400000	0.500000
75270993	768545654	92_Scapto_009.fasta	92_Scapto_002.fasta	79.314933	1202	1178	817	0.686555	0.400000	0.500000
75270993	1036785887	92_Scapto_009.fasta	23_Scapto_001.fasta	79.356768	1202	1248	820	0.669388	0.400000	0.500000
75270993	560967228	92_Scapto_009.fasta	46_Melli_022.fasta	64.259670	1202	1520	698	0.512858	0.400000	0.500000
75270993	612612514	92_Scapto_009.fasta	89_Scapto_002.fasta	99.743666	1202	1240	1042	0.853399	0.400000	0.500000
75270993	820925739	92_Scapto_009.fasta	90_Scapto_012.fasta	99.774317	1202	1289	1061	0.851867	0.400000	0.500000
75270993	274891167	92_Scapto_009.fasta	89_Scapto_001.fasta	79.185525	1202	1173	829	0.698105	0.400000	0.500000
75270993	1014861920	92_Scapto_009.fasta	45_Melli_016.fasta	64.259599	1202	1659	698	0.487941	0.400000	0.500000
75270993	272623363	92_Scapto_009.fasta	40_Melli_029.fasta	64.548974	1202	1544	682	0.496723	0.400000	0.500000
75270993	915029192	92_Scapto_009.fasta	41_Melli_001.fasta	64.404872	1202	1673	821	0.571130	0.400000	0.500000
75270993	131356186	92_Scapto_009.fasta	L_senioris.DSM-24302.fasta	61.421165	1202	1594	678	0.484979	0.400000	0.500000
953307900	573237050	42_Melli_004.fasta	A_jinshanensis.sub-aerogenes.fasta	63.643175	1163	1561	718	0.527166	0.400000	0.500000
953307900	824902336	42_Melli_004.fasta	F_fructivorans.strain-DSM-20203.fasta	62.225758	1163	1351	660	0.525060	0.400000	0.500000
953307900	75270993	42_Melli_004.fasta	92_Scapto_009.fasta	79.219819	1163	1202	830	0.701903	0.400000	0.500000
953307900	953307900	42_Melli_004.fasta	42_Melli_004.fasta	100.000000	1163	1163	1163	1.000000	0.400000	0.500000
953307900	1052490636	42_Melli_004.fasta	39_Melli_barcode04.fasta	64.794834	1163	1664	842	0.595684	0.400000	0.500000
953307900	324979511	42_Melli_004.fasta	40_Melli_barcode03.fasta	64.684335	1163	1789	849	0.575203	0.400000	0.500000
953307900	762378046	42_Melli_004.fasta	47_Melli_001.fasta	64.825322	1163	1896	855	0.559006	0.400000	0.500000
953307900	653875641	42_Melli_004.fasta	45_Melli_020.fasta	64.813192	1163	1843	849	0.564870	0.400000	0.500000
953307900	135250698	42_Melli_004.fasta	F_sanfranciscensis.DSM-20451.fasta	60.598454	1163	1324	647	0.520306	0.400000	0.500000
953307900	12712425	42_Melli_004.fasta	51_Scapto_004.fasta	79.541007	1163	1296	884	0.718991	0.400000	0.500000
953307900	805176975	42_Melli_004.fasta	A_apinorum.strain-Fhon13.fasta	63.979088	1163	1335	746	0.597278	0.400000	0.500000
953307900	113627661	42_Melli_004.fasta	L_Lactobacillus.spSy-1.fasta	64.607109	1163	1734	844	0.582672	0.400000	0.500000
953307900	552191896	42_Melli_004.fasta	A_timberlakei.strain-HV-12.fasta	64.630556	1163	1568	774	0.566825	0.400000	0.500000
953307900	958242321	42_Melli_004.fasta	Nicoliella_spurrieriana_SGEP1_A5.fasta	64.562992	1163	1700	839	0.586098	0.400000	0.500000
953307900	110467787	42_Melli_004.fasta	Nicoliella_lavandulae_Es01.fasta	65.046047	1163	1756	860	0.589243	0.400000	0.500000
953307900	644597546	42_Melli_004.fasta	A_micheneri.strain-Hlig3.fasta	64.816689	1163	1477	761	0.576515	0.400000	0.500000
953307900	723955435	42_Melli_004.fasta	A_kunkeei.DSM-12361.fasta	64.073087	1163	1380	771	0.606370	0.400000	0.500000
953307900	679189795	42_Melli_004.fasta	A_ozensis.DSM-23829.fasta	64.445746	1163	1465	764	0.581431	0.400000	0.500000
953307900	771441227	42_Melli_004.fasta	F_florum.DSM-22689.fasta	59.999038	1163	1381	624	0.490566	0.400000	0.500000
953307900	569010969	42_Melli_004.fasta	L_kosoi.strain-NBRC-113063.fasta	64.627913	1163	1411	781	0.606838	0.400000	0.500000
953307900	284667070	42_Melli_004.fasta	A_jinshanensis.strain-HSLZ-75.fasta	63.668724	1163	1543	713	0.526977	0.400000	0.500000
953307900	940568383	42_Melli_004.fasta	22_Melli_029.fasta	64.792866	1163	1706	848	0.591147	0.400000	0.500000
953307900	588494232	42_Melli_004.fasta	90_Scapto_barcode20.fasta	65.061088	1163	1325	726	0.583601	0.400000	0.500000
953307900	730450813	42_Melli_004.fasta	F_lindneri.DSM-20690.fasta	60.890368	1163	1478	680	0.514956	0.400000	0.500000
953307900	1027334324	42_Melli_004.fasta	A_jinshanensis.brasiliensis.fasta	65.969506	1163	1347	587	0.467729	0.400000	0.500000
953307900	808671099	42_Melli_004.fasta	A_quenuiae.strain-HV-6.fasta	64.658744	1163	1542	772	0.570795	0.400000	0.500000
953307900	768545654	42_Melli_004.fasta	92_Scapto_002.fasta	99.283411	1163	1178	1073	0.916702	0.400000	0.500000
953307900	1036785887	42_Melli_004.fasta	23_Scapto_001.fasta	99.205566	1163	1248	1096	0.909166	0.400000	0.500000
953307900	560967228	42_Melli_004.fasta	46_Melli_022.fasta	64.521429	1163	1520	686	0.511368	0.400000	0.500000
953307900	612612514	42_Melli_004.fasta	89_Scapto_002.fasta	79.287815	1163	1240	874	0.727424	0.400000	0.500000
953307900	820925739	42_Melli_004.fasta	90_Scapto_012.fasta	79.229157	1163	1289	878	0.716150	0.400000	0.500000
953307900	274891167	42_Melli_004.fasta	89_Scapto_001.fasta	99.167415	1163	1173	1114	0.953767	0.400000	0.500000
953307900	1014861920	42_Melli_004.fasta	45_Melli_016.fasta	64.490757	1163	1659	687	0.486889	0.400000	0.500000
953307900	272623363	42_Melli_004.fasta	40_Melli_029.fasta	64.798051	1163	1544	667	0.492796	0.400000	0.500000
953307900	915029192	42_Melli_004.fasta	41_Melli_001.fasta	64.856678	1163	1673	846	0.596615	0.400000	0.500000
953307900	131356186	42_Melli_004.fasta	L_senioris.DSM-24302.fasta	61.928560	1163	1594	653	0.473703	0.400000	0.500000
1052490636	573237050	39_Melli_barcode04.fasta	A_jinshanensis.sub-aerogenes.fasta	61.529146	1664	1561	808	0.501085	0.400000	0.500000
1052490636	824902336	39_Melli_barcode04.fasta	F_fructivorans.strain-DSM-20203.fasta	63.076893	1664	1351	779	0.516750	0.400000	0.500000
1052490636	75270993	39_Melli_barcode04.fasta	92_Scapto_009.fasta	64.387051	1664	1202	807	0.563154	0.400000	0.500000
1052490636	953307900	39_Melli_barcode04.fasta	42_Melli_004.fasta	64.794834	1664	1163	842	0.595684	0.400000	0.500000
1052490636	1052490636	39_Melli_barcode04.fasta	39_Melli_barcode04.fasta	100.000000	1664	1664	1659	0.996995	0.400000	0.500000
1052490636	324979511	39_Melli_barcode04.fasta	40_Melli_barcode03.fasta	99.584734	1664	1789	1559	0.902983	0.400000	0.500000
1052490636	762378046	39_Melli_barcode04.fasta	47_Melli_001.fasta	99.586124	1664	1896	1517	0.852247	0.400000	0.500000
1052490636	653875641	39_Melli_barcode04.fasta	45_Melli_020.fasta	99.601513	1664	1843	1520	0.866838	0.400000	0.500000
1052490636	135250698	39_Melli_barcode04.fasta	F_sanfranciscensis.DSM-20451.fasta	61.645013	1664	1324	752	0.503347	0.400000	0.500000
1052490636	12712425	39_Melli_barcode04.fasta	51_Scapto_004.fasta	64.256951	1664	1296	856	0.578378	0.400000	0.500000
1052490636	805176975	39_Melli_barcode04.fasta	A_apinorum.strain-Fhon13.fasta	65.477500	1664	1335	920	0.613538	0.400000	0.500000
1052490636	113627661	39_Melli_barcode04.fasta	L_Lactobacillus.spSy-1.fasta	79.051877	1664	1734	1305	0.768099	0.400000	0.500000
1052490636	552191896	39_Melli_barcode04.fasta	A_timberlakei.strain-HV-12.fasta	65.656145	1664	1568	952	0.589109	0.400000	0.500000
1052490636	958242321	39_Melli_barcode04.fasta	Nicoliella_spurrieriana_SGEP1_A5.fasta	78.362337	1664	1700	1301	0.773484	0.400000	0.500000
1052490636	110467787	39_Melli_barcode04.fasta	Nicoliella_lavandulae_Es01.fasta	80.186943	1664	1756	1302	0.761404	0.400000	0.500000
1052490636	644597546	39_Melli_barcode04.fasta	A_micheneri.strain-Hlig3.fasta	66.223144	1664	1477	916	0.583254	0.400000	0.500000
1052490636	723955435	39_Melli_barcode04.fasta	A_kunkeei.DSM-12361.fasta	65.833897	1664	1380	947	0.622208	0.400000	0.500000
1052490636	679189795	39_Melli_barcode04.fasta	A_ozensis.DSM-23829.fasta	65.584740	1664	1465	924	0.590604	0.400000	0.500000
1052490636	771441227	39_Melli_barcode04.fasta	F_florum.DSM-22689.fasta	60.692828	1664	1381	739	0.485386	0.400000	0.500000
1052490636	569010969	39_Melli_barcode04.fasta	L_kosoi.strain-NBRC-113063.fasta	65.960872	1664	1411	929	0.604228	0.400000	0.500000
1052490636	284667070	39_Melli_barcode04.fasta	A_jinshanensis.strain-HSLZ-75.fasta	61.500125	1664	1543	803	0.500780	0.400000	0.500000
1052490636	940568383	39_Melli_barcode04.fasta	22_Melli_029.fasta	99.657162	1664	1706	1522	0.903264	0.400000	0.500000
1052490636	588494232	39_Melli_barcode04.fasta	90_Scapto_barcode20.fasta	89.665332	1664	1325	1024	0.685179	0.400000	0.500000
1052490636	730450813	39_Melli_barcode04.fasta	F_lindneri.DSM-20690.fasta	62.055101	1664	1478	794	0.505411	0.400000	0.500000
1052490636	1027334324	39_Melli_barcode04.fasta	A_jinshanensis.brasiliensis.fasta	63.737840	1664	1347	662	0.439721	0.400000	0.500000
1052490636	808671099	39_Melli_barcode04.fasta	A_quenuiae.strain-HV-6.fasta	65.699735	1664	1542	945	0.589520	0.400000	0.500000
1052490636	768545654	39_Melli_barcode04.fasta	92_Scapto_002.fasta	64.822524	1664	1178	828	0.582688	0.400000	0.500000
1052490636	1036785887	39_Melli_barcode04.fasta	23_Scapto_001.fasta	64.782198	1664	1248	837	0.574863	0.400000	0.500000
1052490636	560967228	39_Melli_barcode04.fasta	46_Melli_022.fasta	72.056855	1664	1520	992	0.623116	0.400000	0.500000
1052490636	612612514	39_Melli_barcode04.fasta	89_Scapto_002.fasta	64.260542	1664	1240	849	0.584711	0.400000	0.500000
1052490636	820925739	39_Melli_barcode04.fasta	90_Scapto_012.fasta	64.283687	1664	1289	849	0.575008	0.400000	0.500000
1052490636	274891167	39_Melli_barcode04.fasta	89_Scapto_001.fasta	64.745309	1664	1173	842	0.593585	0.400000	0.500000
1052490636	1014861920	39_Melli_barcode04.fasta	45_Melli_016.fasta	72.020636	1664	1659	991	0.596449	0.400000	0.500000
1052490636	272623363	39_Melli_barcode04.fasta	40_Melli_029.fasta	68.642951	1664	1544	915	0.570449	0.400000	0.500000
1052490636	915029192	39_Melli_barcode04.fasta	41_Melli_001.fasta	99.727599	1664	1673	1520	0.910998	0.400000	0.500000
1052490636	131356186	39_Melli_barcode04.fasta	L_senioris.DSM-24302.fasta	63.506429	1664	1594	770	0.472683	0.400000	0.500000
324979511	573237050	40_Melli_barcode03.fasta	A_jinshanensis.sub-aerogenes.fasta	61.504280	1789	1561	806	0.481194	0.400000	0.500000
324979511	824902336	40_Melli_barcode03.fasta	F_fructivorans.strain-DSM-20203.fasta	63.162038	1789	1351	785	0.500000	0.400000	0.500000
324979511	75270993	40_Melli_barcode03.fasta	92_Scapto_009.fasta	64.458068	1789	1202	818	0.546974	0.400000	0.500000
324979511	953307900	40_Melli_barcode03.fasta	42_Melli_004.fasta	64.684335	1789	1163	849	0.575203	0.400000	0.500000
324979511	1052490636	40_Melli_barcode03.fasta	39_Melli_barcode04.fasta	99.588516	1789	1664	1550	0.897770	0.400000	0.500000
324979511	324979511	40_Melli_barcode03.fasta	40_Melli_barcode03.fasta	100.000000	1789	1789	1779	0.994410	0.400000	0.500000
324979511	762378046	40_Melli_barcode03.fasta	47_Melli_001.fasta	99.532423	1789	1896	1502	0.815197	0.400000	0.500000
324979511	653875641	40_Melli_barcode03.fasta	45_Melli_020.fasta	99.552861	1789	1843	1503	0.827643	0.400000	0.500000
324979511	135250698	40_Melli_barcode03.fasta	F_sanfranciscensis.DSM-20451.fasta	61.774934	1789	1324	758	0.486990	0.400000	0.500000
324979511	12712425	40_Melli_barcode03.fasta	51_Scapto_004.fasta	64.301040	1789	1296	865	0.560778	0.400000	0.500000
324979511	805176975	40_Melli_barcode03.fasta	A_apinorum.strain-Fhon13.fasta	65.547024	1789	1335	924	0.591549	0.400000	0.500000
324979511	113627661	40_Melli_barcode03.fasta	L_Lactobacillus.spSy-1.fasta	79.082809	1789	1734	1303	0.739710	0.400000	0.500000
324979511	552191896	40_Melli_barcode03.fasta	A_timberlakei.strain-HV-12.fasta	65.693191	1789	1568	962	0.573131	0.400000	0.500000
324979511	958242321	40_Melli_barcode03.fasta	Nicoliella_spurrieriana_SGEP1_A5.fasta	78.371099	1789	1700	1301	0.745772	0.400000	0.500000
324979511	110467787	40_Melli_barcode03.fasta	Nicoliella_lavandulae_Es01.fasta	80.190500	1789	1756	1300	0.733427	0.400000	0.500000
324979511	644597546	40_Melli_barcode03.fasta	A_micheneri.strain-Hlig3.fasta	66.241478	1789	1477	927	0.567667	0.400000	0.500000
324979511	723955435	40_Melli_barcode03.fasta	A_kunkeei.DSM-12361.fasta	65.965348	1789	1380	948	0.598296	0.400000	0.500000
324979511	679189795	40_Melli_barcode03.fasta	A_ozensis.DSM-23829.fasta	65.607273	1789	1465	935	0.574677	0.400000	0.500000
